Product Name,Quantity Sold,Unit Price,Date of Sale,Region,Total Sales
Voice,90,63.63,2024-02-28,North,5726.7
A,29,48.34,2024-10-18,South,1401.86
Start,40,40.84,2024-03-01,East,1633.6
Collection,71,53.01,2024-03-25,South,3763.71
Maybe,95,43.23,2024-12-13,West,4106.85
Note,83,52.55,2024-03-06,East,4361.65
Effort,30,7.05,2024-06-27,North,211.5
Use,12,95.04,2024-03-17,North,1140.48
Lawyer,88,26.57,2024-01-29,West,2338.16
Agreement,77,35.97,2024-07-24,North,2769.69
Of,24,9.74,2024-02-12,East,233.76
Director,87,20.8,2024-02-24,East,1809.6
Size,85,68.15,2024-04-24,East,5792.75
Oil,96,39.07,2025-01-23,East,3750.72
Hard,54,20.2,2024-10-15,South,1090.8
Quality,41,68.86,2024-04-22,East,2823.26
Mr,51,88.89,2024-04-23,South,4533.39
Side,83,21.53,2024-04-02,North,1786.99
Say,6,32.61,2024-11-30,North,195.66
Fine,63,18.76,2025-01-22,East,1181.88
Material,4,93.17,2024-03-14,South,372.68
Painting,75,55.12,2024-08-16,North,4134.0
Suggest,82,43.77,2024-09-05,West,3589.14
Morning,87,90.01,2024-05-19,South,7830.87
Community,85,46.75,2024-12-23,East,3973.75
Mrs,69,53.45,2024-01-30,West,3688.05
Nation,50,46.5,2024-05-01,West,2325.0
Prepare,45,50.26,2024-11-08,East,2261.7
Heavy,88,28.25,2024-12-31,South,2486.0
Group,35,7.31,2024-05-10,East,255.85
Hope,92,25.61,2024-05-10,West,2356.12
Sign,27,9.17,2024-07-05,South,247.59
Human,49,94.11,2024-08-09,West,4611.39
Garden,76,59.55,2024-07-20,North,4525.8
Receive,14,17.63,2024-12-09,West,246.82
Crime,58,33.43,2024-04-25,West,1938.94
Also,50,52.51,2025-01-18,North,2625.5
Debate,6,12.28,2024-04-18,East,73.68
Early,14,59.92,2024-06-29,North,838.88
Day,55,15.22,2024-02-22,West,837.1
Fall,72,77.85,2024-10-22,East,5605.2
Establish,63,32.97,2025-01-13,North,2077.11
Fear,50,28.45,2024-05-26,West,1422.5
Ground,31,50.13,2024-12-16,East,1554.03
Store,78,79.98,2024-09-12,East,6238.44
Like,30,45.91,2024-10-11,North,1377.3
Owner,5,33.21,2025-01-23,East,166.05
Ask,24,86.43,2024-06-15,West,2074.32
Tree,30,88.05,2024-12-04,East,2641.5
He,76,82.98,2024-08-29,North,6306.48
Sometimes,72,64.67,2024-11-28,West,4656.24
Old,49,54.6,2024-02-13,West,2675.4
Question,75,48.31,2024-03-22,East,3623.25
Mr,6,50.62,2024-10-01,West,303.72
Drop,17,89.16,2024-03-30,West,1515.72
Capital,64,28.5,2024-12-05,West,1824.0
Front,53,43.73,2024-06-27,South,2317.69
Heavy,46,55.64,2024-12-19,North,2559.44
Recognize,8,36.48,2024-04-15,West,291.84
Either,8,15.27,2024-03-10,South,122.16
Democrat,54,57.97,2024-03-02,South,3130.38
Feeling,83,16.73,2024-06-16,North,1388.59
That,33,20.06,2024-02-11,South,661.98
Course,89,24.28,2024-09-04,North,2160.92
Occur,31,49.48,2024-07-14,North,1533.88
Exactly,30,63.48,2024-10-09,South,1904.4
Though,63,71.85,2024-10-04,South,4526.55
Better,39,53.36,2024-10-08,South,2081.04
Sort,60,13.32,2025-01-09,West,799.2
Reach,66,81.43,2024-03-26,South,5374.38
Let,17,8.43,2024-11-08,North,143.31
View,85,44.86,2025-01-24,North,3813.1
Increase,19,31.2,2024-08-27,South,592.8
Area,24,29.29,2024-10-17,West,702.96
Spend,97,57.72,2024-08-25,West,5598.84
Will,57,42.2,2025-01-20,South,2405.4
Federal,93,52.69,2024-06-13,West,4900.17
Benefit,48,88.1,2024-12-23,West,4228.8
Hear,52,60.37,2024-08-16,West,3139.24
Result,1,88.02,2024-05-06,South,88.02
Now,23,72.53,2024-07-07,South,1668.19
Manage,51,11.19,2024-05-27,South,570.69
What,98,40.29,2024-11-13,North,3948.42
Later,14,20.01,2024-03-20,East,280.14
Number,49,95.46,2025-01-13,South,4677.54
Hour,3,25.03,2024-11-28,West,75.09
Eye,70,7.09,2024-11-22,East,496.3
Tv,9,33.82,2024-02-22,West,304.38
Ask,27,40.35,2024-11-20,West,1089.45
Environmental,57,24.88,2024-02-15,East,1418.16
Personal,46,23.6,2024-06-29,West,1085.6
Draw,19,85.51,2024-12-04,South,1624.69
His,82,95.8,2024-09-03,East,7855.6
More,41,31.3,2024-03-02,North,1283.3
Three,38,10.54,2024-05-31,South,400.52
Feeling,77,31.58,2024-03-24,North,2431.66
Might,46,15.2,2024-01-31,North,699.2
Against,79,83.96,2024-11-30,West,6632.84
Medical,67,21.7,2024-11-19,South,1453.9
Next,54,87.24,2024-03-01,West,4710.96
Apply,50,72.93,2024-04-09,South,3646.5
Strategy,46,64.17,2024-05-15,South,2951.82
Community,16,34.09,2024-03-07,North,545.44
Itself,72,58.53,2024-06-20,West,4214.16
Particularly,29,57.43,2024-04-26,East,1665.47
Financial,34,17.96,2024-02-12,South,610.64
Clearly,23,25.42,2024-11-01,North,584.66
Keep,91,63.39,2024-07-13,West,5768.49
Do,74,51.23,2024-03-22,West,3791.02
Machine,85,90.29,2024-03-04,West,7674.65
Down,39,63.2,2024-08-17,South,2464.8
Face,98,10.35,2024-10-06,East,1014.3
Or,98,55.02,2024-12-27,North,5391.96
Senior,94,66.96,2024-03-15,North,6294.24
Since,47,30.83,2024-12-27,North,1449.01
Alone,62,65.13,2024-02-09,East,4038.06
Ever,85,45.66,2024-03-04,West,3881.1
Mother,13,31.22,2024-02-26,East,405.86
Mind,28,64.2,2024-04-28,North,1797.6
Red,79,54.37,2024-12-15,East,4295.23
Modern,24,86.53,2024-02-27,North,2076.72
Score,44,22.58,2025-01-08,East,993.52
Human,65,85.79,2024-09-01,South,5576.35
Media,18,9.5,2024-11-11,North,171.0
Knowledge,54,24.87,2024-08-04,North,1342.98
Minute,5,12.72,2024-03-18,North,63.6
Seven,14,71.83,2024-03-09,South,1005.62
Situation,86,56.11,2024-09-17,North,4825.46
Table,99,35.48,2024-04-06,West,3512.52
What,48,70.5,2024-07-01,West,3384.0
Support,7,53.42,2024-05-26,West,373.94
Major,48,79.63,2024-05-02,East,3822.24
Reach,66,68.21,2024-08-20,North,4501.86
Wind,55,6.35,2024-06-09,North,349.25
Loss,59,21.85,2024-02-15,West,1289.15
Real,19,80.05,2024-03-03,North,1520.95
Catch,92,37.26,2024-04-30,North,3427.92
Check,21,20.48,2024-04-08,North,430.08
Decision,27,5.85,2024-10-30,West,157.95
Color,21,7.07,2024-12-13,North,148.47
Find,23,18.44,2024-05-16,South,424.12
Second,22,63.28,2024-03-05,North,1392.16
Her,11,12.85,2025-01-23,West,141.35
Tree,4,63.38,2024-04-13,North,253.52
Site,61,56.88,2024-07-14,East,3469.68
Group,65,69.48,2024-02-15,West,4516.2
Even,16,9.01,2024-10-06,South,144.16
The,56,38.74,2024-10-29,South,2169.44
All,22,45.69,2024-08-24,North,1005.18
Write,79,97.81,2024-09-09,West,7726.99
Per,82,39.55,2024-12-11,East,3243.1
Rise,60,79.52,2024-05-10,South,4771.2
Only,81,9.67,2024-02-19,West,783.27
Republican,3,93.48,2024-08-22,West,280.44
Sort,67,22.93,2024-11-13,South,1536.31
Out,15,36.39,2024-08-11,East,545.85
Personal,90,5.02,2024-12-02,West,451.8
Visit,54,65.54,2024-12-07,South,3539.16
Arm,51,36.32,2024-03-12,West,1852.32
Memory,9,65.28,2024-07-21,North,587.52
Next,17,32.0,2024-04-14,West,544.0
Must,24,25.04,2024-10-10,East,600.96
Manager,46,99.2,2024-11-10,East,4563.2
Political,77,11.63,2024-03-31,South,895.51
Without,79,5.07,2024-02-26,North,400.53
Allow,8,65.69,2024-12-24,South,525.52
Police,59,21.36,2024-01-27,West,1260.24
Congress,35,80.21,2024-02-04,North,2807.35
Important,35,90.71,2024-09-02,West,3174.85
Hundred,4,35.45,2024-05-12,North,141.8
Republican,95,25.69,2024-06-15,West,2440.55
By,5,9.11,2024-05-06,North,45.55
System,37,82.11,2024-07-03,West,3038.07
Loss,70,38.32,2025-01-02,East,2682.4
Relationship,50,15.81,2024-05-19,North,790.5
Argue,42,65.51,2024-11-20,West,2751.42
Recent,92,49.0,2024-03-28,North,4508.0
Computer,88,56.38,2024-02-29,West,4961.44
Role,55,89.84,2024-02-17,West,4941.2
Current,71,41.61,2024-08-09,East,2954.31
Know,15,88.86,2024-10-13,South,1332.9
Save,23,90.45,2024-09-27,West,2080.35
Whom,48,37.75,2024-10-30,South,1812.0
Despite,24,88.36,2024-05-23,West,2120.64
Theory,97,36.8,2024-09-12,South,3569.6
Rather,92,57.95,2024-06-02,West,5331.4
Heart,53,21.67,2024-04-20,North,1148.51
Better,46,80.85,2024-06-21,East,3719.1
Officer,5,30.76,2024-09-16,North,153.8
Improve,35,50.62,2024-03-10,North,1771.7
Old,31,98.72,2024-12-09,West,3060.32
Cover,43,64.47,2024-08-02,East,2772.21
Early,88,61.76,2024-09-27,North,5434.88
Successful,41,9.47,2024-09-27,West,388.27
South,67,8.86,2024-06-08,South,593.62
From,87,94.71,2024-08-07,North,8239.77
Truth,5,73.28,2024-07-24,East,366.4
Certainly,51,28.93,2024-03-26,East,1475.43
Ahead,31,22.18,2024-02-22,South,687.58
Site,89,84.49,2024-12-31,North,7519.61
Raise,69,62.35,2024-06-02,North,4302.15
International,37,78.6,2024-09-05,South,2908.2
More,31,21.64,2024-10-02,East,670.84
Require,39,31.52,2024-04-11,South,1229.28
In,64,46.73,2024-11-03,North,2990.72
Look,25,35.98,2024-12-24,East,899.5
Visit,10,72.27,2024-11-13,East,722.7
Heart,80,5.44,2024-09-22,North,435.2
Interview,35,39.44,2024-03-18,North,1380.4
Who,29,38.74,2024-09-21,North,1123.46
Soldier,93,6.81,2024-09-13,South,633.33
Show,66,55.27,2024-11-27,West,3647.82
Modern,65,85.47,2024-06-11,North,5555.55
Son,17,75.3,2024-07-31,North,1280.1
Story,70,59.26,2024-04-06,West,4148.2
Note,4,23.47,2024-02-22,West,93.88
Scene,19,14.67,2024-10-30,North,278.73
Program,59,47.91,2024-09-19,South,2826.69
Prove,84,53.17,2024-08-26,North,4466.28
When,5,77.6,2024-03-06,South,388.0
Alone,25,62.47,2024-09-14,West,1561.75
Professional,62,40.27,2024-03-11,South,2496.74
Some,98,58.93,2024-06-24,North,5775.14
Fine,38,18.63,2024-07-10,East,707.94
Accept,59,72.3,2024-08-19,West,4265.7
Talk,69,41.7,2024-11-07,West,2877.3
Boy,48,24.34,2025-01-08,North,1168.32
Deal,15,98.58,2024-11-09,West,1478.7
Certain,68,97.06,2024-03-29,East,6600.08
Try,38,54.27,2024-03-24,North,2062.26
Probably,45,17.78,2024-04-13,East,800.1
How,63,93.88,2024-11-20,West,5914.44
Technology,49,16.62,2024-05-14,South,814.38
Often,83,39.7,2024-06-22,East,3295.1
Last,8,76.83,2024-06-17,South,614.64
Music,98,82.61,2024-07-05,South,8095.78
Might,66,32.58,2024-03-02,West,2150.28
Adult,94,70.86,2024-08-12,West,6660.84
Song,74,54.06,2024-07-13,East,4000.44
Pretty,92,17.03,2024-05-13,West,1566.76
Account,47,52.05,2024-11-12,North,2446.35
Agreement,43,36.66,2024-11-26,West,1576.38
Maybe,29,83.34,2024-03-04,West,2416.86
Still,53,70.71,2024-07-22,East,3747.63
Child,18,13.39,2025-01-05,West,241.02
Position,64,29.35,2024-06-15,West,1878.4
Above,65,70.3,2025-01-22,North,4569.5
Radio,64,7.02,2024-10-07,West,449.28
Focus,11,76.93,2024-07-17,West,846.23
Dinner,8,9.75,2024-04-08,South,78.0
Current,60,67.18,2024-04-04,East,4030.8
Role,8,46.89,2024-12-17,West,375.12
Second,58,7.74,2024-05-22,South,448.92
Say,46,6.91,2024-10-24,East,317.86
Ball,24,53.01,2024-06-19,West,1272.24
Hot,98,41.27,2024-05-10,North,4044.46
Move,77,54.8,2024-10-22,North,4219.6
View,3,80.78,2024-08-06,East,242.34
That,41,10.11,2024-06-07,South,414.51
Example,98,43.56,2024-05-30,North,4268.88
Economy,55,65.43,2024-11-02,North,3598.65
Window,67,72.4,2024-07-02,East,4850.8
All,76,51.39,2024-04-15,South,3905.64
Produce,46,85.49,2024-12-02,North,3932.54
Pressure,100,94.37,2024-05-05,West,9437.0
Phone,18,55.45,2024-09-21,South,998.1
Watch,20,21.69,2024-05-25,West,433.8
Effort,19,74.19,2024-04-14,West,1409.61
Main,17,24.22,2024-09-30,South,411.74
Technology,20,94.11,2024-11-29,South,1882.2
Physical,55,40.33,2024-10-28,East,2218.15
Wide,59,40.33,2024-08-21,South,2379.47
Attention,58,93.07,2024-09-30,West,5398.06
Section,54,36.03,2024-12-20,North,1945.62
Recent,26,23.25,2024-10-07,South,604.5
Book,29,86.05,2024-11-19,North,2495.45
Particularly,37,95.43,2024-05-22,West,3530.91
Operation,51,68.91,2024-06-25,West,3514.41
Far,74,93.71,2024-12-08,South,6934.54
Nothing,16,71.5,2024-06-09,West,1144.0
Near,55,49.38,2024-09-07,East,2715.9
Defense,47,43.09,2024-07-13,South,2025.23
Statement,5,71.42,2024-11-24,West,357.1
Become,96,95.03,2024-08-28,West,9122.88
One,56,69.92,2024-10-14,South,3915.52
Develop,34,28.46,2024-05-30,West,967.64
Attention,42,12.92,2024-07-23,South,542.64
Politics,24,99.91,2024-08-16,East,2397.84
East,72,63.78,2024-08-11,West,4592.16
Necessary,35,8.65,2024-03-28,East,302.75
Someone,82,33.64,2024-04-05,West,2758.48
Third,23,52.94,2024-02-11,East,1217.62
Box,22,81.86,2025-01-09,East,1800.92
Voice,48,10.76,2024-07-16,South,516.48
Send,79,75.49,2024-04-03,East,5963.71
Congress,68,24.9,2024-12-28,West,1693.2
Site,91,27.28,2024-12-05,North,2482.48
Health,59,12.61,2024-06-26,West,743.99
Heart,18,53.45,2024-05-26,West,962.1
Contain,33,48.64,2024-11-01,North,1605.12
Star,97,33.6,2024-06-27,East,3259.2
Question,80,9.88,2024-05-11,North,790.4
Experience,90,33.27,2024-10-27,South,2994.3
Ok,2,73.86,2024-09-29,North,147.72
Character,48,96.19,2024-11-09,North,4617.12
Hear,12,83.87,2024-12-21,South,1006.44
Difficult,46,73.82,2024-12-28,South,3395.72
Suffer,55,42.48,2024-11-05,West,2336.4
Gun,58,25.47,2024-09-01,North,1477.26
Way,33,42.5,2024-04-20,South,1402.5
Foot,57,23.18,2025-01-22,East,1321.26
Cost,75,75.25,2024-06-09,East,5643.75
North,97,65.73,2025-01-01,South,6375.81
Base,53,33.64,2025-01-05,South,1782.92
Seek,87,97.57,2024-08-19,West,8488.59
Song,67,90.29,2024-04-27,South,6049.43
Security,46,83.28,2024-03-04,South,3830.88
Yes,39,61.51,2024-06-15,East,2398.89
Top,34,80.72,2024-08-26,East,2744.48
Push,44,71.75,2024-05-10,South,3157.0
Task,94,80.7,2024-02-07,South,7585.8
Road,61,49.18,2024-09-22,South,2999.98
Task,30,48.42,2024-03-16,North,1452.6
Team,2,55.64,2024-07-05,East,111.28
Best,84,43.49,2024-10-14,North,3653.16
Protect,83,99.39,2024-09-02,North,8249.37
Staff,4,41.1,2024-05-27,East,164.4
Account,9,98.42,2024-04-29,West,885.78
Suddenly,10,36.82,2024-11-06,South,368.2
Finally,49,55.81,2024-07-02,East,2734.69
North,90,62.41,2024-11-17,East,5616.9
Cold,94,43.17,2024-05-12,West,4057.98
Hundred,67,86.51,2024-06-22,South,5796.17
Truth,19,24.98,2024-05-16,East,474.62
People,50,79.61,2024-06-06,South,3980.5
Difference,10,96.37,2024-12-25,West,963.7
Office,92,85.65,2024-02-24,South,7879.8
Out,24,39.08,2024-02-03,North,937.92
Recognize,36,22.67,2024-12-04,North,816.12
Successful,22,67.2,2024-12-16,South,1478.4
Lose,96,80.24,2024-05-06,North,7703.04
Your,98,54.71,2024-08-09,South,5361.58
Fly,91,35.89,2024-08-24,South,3265.99
Break,43,25.09,2024-04-12,East,1078.87
Sure,95,91.63,2024-09-14,East,8704.85
Dark,51,43.74,2024-06-21,West,2230.74
Create,28,43.33,2024-04-05,East,1213.24
Oil,95,61.28,2024-05-18,South,5821.6
Chair,43,25.67,2024-07-08,South,1103.81
Value,79,63.4,2024-05-24,West,5008.6
Result,9,16.78,2024-07-25,West,151.02
Charge,60,71.86,2024-08-14,North,4311.6
Spring,55,46.6,2024-09-25,North,2563.0
Toward,4,95.34,2024-04-11,East,381.36
Model,61,60.71,2024-10-21,North,3703.31
Against,79,98.81,2024-12-22,North,7805.99
Which,71,92.76,2025-01-12,East,6585.96
Site,72,92.98,2024-09-22,East,6694.56
Lead,1,10.5,2024-03-18,South,10.5
Too,7,64.52,2024-07-18,West,451.64
Answer,21,98.61,2024-07-25,East,2070.81
Professional,46,35.16,2024-07-22,West,1617.36
Deal,89,8.51,2024-10-22,East,757.39
We,10,83.54,2024-09-17,West,835.4
Contain,97,82.05,2024-10-21,North,7958.85
Start,100,61.01,2024-12-20,South,6101.0
College,49,85.68,2024-10-11,East,4198.32
Budget,77,85.5,2024-03-13,South,6583.5
Baby,33,90.3,2024-06-15,South,2979.9
Already,44,95.24,2024-04-21,South,4190.56
Third,76,6.61,2024-07-03,South,502.36
Affect,25,93.7,2024-02-26,South,2342.5
Interest,74,75.17,2024-08-08,North,5562.58
Evening,92,89.02,2024-07-15,South,8189.84
Foreign,67,23.83,2024-06-29,South,1596.61
Bar,69,90.33,2024-11-21,West,6232.77
Amount,91,97.47,2024-10-08,West,8869.77
Born,84,44.94,2024-02-22,East,3774.96
Environment,70,67.97,2024-12-27,South,4757.9
News,16,57.17,2024-03-15,North,914.72
Individual,20,56.11,2025-01-07,West,1122.2
Indicate,63,76.44,2024-06-28,West,4815.72
Language,90,90.96,2025-01-20,East,8186.4
Man,26,33.27,2024-08-01,North,865.02
Or,34,62.3,2024-04-14,South,2118.2
Trade,83,73.49,2024-05-11,South,6099.67
Because,34,56.69,2024-05-10,North,1927.46
Military,79,66.42,2024-02-20,East,5247.18
Month,5,95.64,2024-04-17,East,478.2
Hour,84,35.3,2024-06-14,North,2965.2
Would,31,79.98,2024-10-01,North,2479.38
Move,70,9.04,2024-12-13,North,632.8
Focus,89,22.51,2024-03-11,East,2003.39
Friend,63,46.83,2024-06-27,North,2950.29
Much,87,73.91,2024-04-09,South,6430.17
Interesting,100,77.88,2024-03-03,North,7788.0
Light,63,6.08,2025-01-18,South,383.04
Card,1,33.86,2024-02-29,East,33.86
Mention,82,36.54,2024-08-21,West,2996.28
Social,37,76.12,2024-06-16,North,2816.44
Simple,13,7.91,2024-04-17,South,102.83
Listen,28,89.86,2024-12-30,South,2516.08
Want,96,25.41,2024-06-27,North,2439.36
Entire,80,10.84,2024-09-12,South,867.2
Traditional,6,42.44,2024-09-11,North,254.64
Social,86,9.88,2024-09-21,South,849.68
Develop,44,69.68,2024-04-04,North,3065.92
Fact,31,18.71,2024-02-05,South,580.01
If,44,82.4,2024-02-20,North,3625.6
Pass,87,79.09,2024-07-03,South,6880.83
Should,66,83.51,2024-11-22,North,5511.66
Yes,39,87.8,2024-06-06,South,3424.2
Occur,48,58.51,2024-09-04,West,2808.48
Hotel,67,31.73,2024-08-16,West,2125.91
Manager,4,62.66,2024-05-30,South,250.64
Admit,77,90.25,2024-07-14,North,6949.25
What,96,50.65,2024-08-01,West,4862.4
Home,32,24.45,2024-03-31,West,782.4
Result,64,34.38,2024-05-21,North,2200.32
Must,55,8.56,2024-03-10,North,470.8
Be,99,54.74,2024-10-04,North,5419.26
Describe,13,79.08,2024-04-23,North,1028.04
Deal,86,83.17,2025-01-19,North,7152.62
War,90,56.78,2024-05-25,West,5110.2
Experience,25,69.15,2024-02-08,North,1728.75
Interview,97,12.31,2024-11-21,West,1194.07
Town,97,57.36,2024-06-09,East,5563.92
Church,37,38.28,2024-09-01,North,1416.36
Executive,12,30.59,2024-03-23,West,367.08
Reason,15,29.88,2024-12-11,North,448.2
Choose,80,51.92,2025-01-20,South,4153.6
Bank,100,70.65,2024-12-12,South,7065.0
Turn,84,92.82,2024-04-01,South,7796.88
Boy,8,28.68,2024-12-22,South,229.44
Still,14,8.84,2024-12-28,North,123.76
Admit,79,82.97,2024-10-26,North,6554.63
Wait,3,74.78,2025-01-17,West,224.34
Page,16,46.21,2024-09-14,West,739.36
Response,26,74.49,2024-08-21,East,1936.74
Carry,59,33.0,2024-02-09,North,1947.0
Unit,69,37.15,2024-09-13,West,2563.35
International,36,21.9,2024-04-12,South,788.4
Address,80,21.36,2024-07-01,West,1708.8
Capital,17,74.85,2024-06-14,North,1272.45
Leader,11,57.73,2024-04-05,West,635.03
Table,17,93.98,2024-02-04,East,1597.66
Skill,36,38.07,2025-01-20,East,1370.52
Nature,13,46.58,2024-06-05,North,605.54
Police,4,86.32,2024-05-27,South,345.28
Necessary,94,66.45,2024-04-20,East,6246.3
Else,33,83.37,2024-09-19,East,2751.21
Lay,18,59.84,2024-04-24,South,1077.12
Director,7,93.38,2024-05-03,West,653.66
Old,26,8.18,2024-09-09,West,212.68
Discover,31,44.11,2024-04-15,West,1367.41
How,55,18.39,2024-10-28,East,1011.45
Miss,100,20.76,2024-09-25,South,2076.0
Anything,56,63.68,2024-12-10,West,3566.08
Simply,88,29.49,2024-07-12,South,2595.12
Money,73,90.96,2024-10-21,North,6640.08
Situation,96,6.55,2024-05-18,East,628.8
Measure,67,82.22,2024-04-11,East,5508.74
Foot,29,30.08,2024-12-18,West,872.32
Senior,65,25.97,2024-09-10,South,1688.05
Threat,19,99.52,2024-12-29,West,1890.88
Hard,58,97.44,2024-05-13,East,5651.52
Start,1,57.26,2024-04-04,West,57.26
Most,20,71.13,2024-12-28,North,1422.6
Treat,44,75.03,2024-12-29,South,3301.32
Pick,88,12.49,2024-08-16,West,1099.12
Tell,72,61.03,2024-02-02,South,4394.16
Change,19,26.05,2024-10-26,West,494.95
Least,99,89.01,2024-05-26,North,8811.99
Field,3,45.96,2024-07-06,South,137.88
Reflect,78,75.46,2024-08-01,North,5885.88
Center,44,27.77,2025-01-05,West,1221.88
Themselves,30,22.27,2024-02-15,North,668.1
Only,29,70.87,2024-12-29,North,2055.23
End,37,69.34,2024-02-29,West,2565.58
Recognize,23,92.13,2024-02-15,South,2118.99
Foreign,8,40.61,2024-04-13,North,324.88
Ability,97,95.37,2024-03-05,West,9250.89
Candidate,89,80.6,2024-12-24,North,7173.4
Represent,58,89.29,2025-01-06,North,5178.82
Instead,87,27.29,2024-02-22,West,2374.23
Firm,99,6.53,2024-06-17,East,646.47
Be,2,58.85,2024-08-06,North,117.7
Minute,36,21.84,2024-09-16,North,786.24
Suffer,57,53.07,2025-01-20,North,3024.99
Fact,35,10.82,2024-02-22,West,378.7
Police,7,58.47,2024-08-24,East,409.29
Tough,26,59.5,2024-09-23,North,1547.0
Know,1,59.83,2024-11-14,West,59.83
Those,3,37.94,2024-06-16,North,113.82
Large,78,46.42,2024-11-11,West,3620.76
But,61,24.66,2024-06-19,East,1504.26
Science,43,81.49,2024-02-26,North,3504.07
Human,66,99.85,2024-08-07,East,6590.1
Machine,41,75.58,2024-08-03,North,3098.78
Attention,68,87.27,2024-05-08,West,5934.36
Month,34,24.22,2024-10-12,South,823.48
Any,90,25.16,2024-12-28,West,2264.4
Consumer,3,65.54,2025-01-14,West,196.62
Move,40,99.53,2024-04-12,West,3981.2
Offer,29,49.27,2024-02-13,East,1428.83
Director,74,93.54,2024-10-05,East,6921.96
Compare,21,43.3,2024-10-19,West,909.3
Both,73,13.17,2024-06-13,East,961.41
Information,28,50.44,2024-05-29,South,1412.32
Expert,25,19.29,2024-05-28,East,482.25
Turn,14,49.1,2024-11-29,East,687.4
Difference,66,16.46,2024-12-15,West,1086.36
Response,77,49.84,2024-07-26,West,3837.68
Weight,76,48.12,2024-04-29,West,3657.12
Audience,88,26.31,2024-02-12,East,2315.28
Like,34,85.45,2025-01-17,West,2905.3
Heavy,20,49.36,2024-11-28,South,987.2
Soldier,19,26.72,2024-02-18,West,507.68
Spring,77,75.06,2024-10-20,West,5779.62
Room,9,15.96,2024-07-24,South,143.64
Degree,40,99.57,2024-02-21,South,3982.8
Force,46,26.57,2024-08-05,East,1222.22
Too,77,72.79,2024-04-21,West,5604.83
Suffer,15,82.61,2024-08-13,South,1239.15
Billion,35,7.56,2024-05-10,North,264.6
Hundred,70,88.68,2024-07-29,East,6207.6
During,26,59.03,2024-11-24,North,1534.78
Major,78,87.23,2024-02-08,East,6803.94
Make,46,97.38,2024-12-10,South,4479.48
Civil,12,97.27,2025-01-14,North,1167.24
Tend,48,52.33,2024-02-18,North,2511.84
Summer,50,64.07,2024-10-19,West,3203.5
Operation,64,10.91,2024-05-07,South,698.24
Local,36,93.24,2024-03-08,East,3356.64
Policy,12,28.87,2024-03-11,South,346.44
Young,41,40.75,2024-12-07,West,1670.75
Perhaps,89,85.05,2024-07-12,East,7569.45
Fish,93,86.55,2024-03-21,North,8049.15
Kid,1,96.48,2024-05-21,East,96.48
Charge,98,36.0,2024-07-21,North,3528.0
Thing,81,70.83,2024-06-14,North,5737.23
Identify,81,60.85,2024-10-31,North,4928.85
Leader,63,16.69,2025-01-08,South,1051.47
Foreign,74,27.52,2024-04-08,East,2036.48
Organization,39,97.06,2024-08-23,North,3785.34
Present,43,55.59,2024-11-02,East,2390.37
Understand,48,52.09,2024-02-14,West,2500.32
Indeed,57,65.93,2024-11-14,South,3758.01
Hear,41,82.71,2024-03-01,North,3391.11
Three,31,94.31,2024-04-07,North,2923.61
My,96,85.28,2024-09-30,West,8186.88
Party,51,22.09,2024-04-19,East,1126.59
Which,32,41.18,2024-03-31,East,1317.76
Series,21,92.34,2024-03-19,East,1939.14
Easy,61,86.93,2024-04-17,West,5302.73
Field,44,12.06,2025-01-09,West,530.64
Member,58,57.38,2024-07-31,North,3328.04
Live,4,17.55,2024-12-20,East,70.2
Sound,81,12.7,2024-07-19,South,1028.7
Indeed,10,65.19,2024-04-05,West,651.9
Into,41,34.62,2024-05-24,North,1419.42
Imagine,72,67.6,2024-11-09,East,4867.2
Analysis,86,18.84,2024-04-08,North,1620.24
Scene,76,27.85,2024-07-27,North,2116.6
Serious,57,69.84,2024-02-16,West,3980.88
Debate,56,96.96,2024-02-29,West,5429.76
Minute,97,66.39,2024-12-29,South,6439.83
Charge,42,85.69,2024-10-28,South,3598.98
Consider,20,64.86,2025-01-19,North,1297.2
Give,93,60.89,2024-07-07,West,5662.77
Consumer,87,94.24,2024-09-10,East,8198.88
Campaign,62,71.92,2024-11-15,West,4459.04
Again,91,29.14,2024-12-13,West,2651.74
Others,37,91.03,2024-02-09,North,3368.11
Travel,65,71.69,2024-03-18,South,4659.85
Society,55,49.0,2024-11-30,West,2695.0
Respond,23,55.54,2024-06-06,West,1277.42
Edge,98,30.04,2024-01-27,North,2943.92
Those,72,96.11,2024-02-11,North,6919.92
Reality,31,37.39,2024-03-27,East,1159.09
Development,52,41.38,2025-01-24,North,2151.76
Bar,21,24.89,2024-11-05,North,522.69
Rule,10,85.65,2024-05-22,South,856.5
Five,15,40.8,2024-11-18,North,612.0
Ten,29,82.12,2024-11-09,West,2381.48
Summer,86,6.66,2024-10-15,South,572.76
Sit,48,77.97,2024-05-03,West,3742.56
Tonight,65,48.1,2025-01-14,South,3126.5
Standard,64,81.03,2024-09-23,East,5185.92
Seven,100,21.29,2024-12-21,East,2129.0
Huge,38,5.71,2025-01-19,South,216.98
Technology,20,15.88,2024-12-08,South,317.6
Product,27,61.02,2024-06-01,South,1647.54
Our,2,82.23,2024-12-17,South,164.46
Five,55,9.35,2024-02-23,West,514.25
Like,44,67.94,2024-08-30,North,2989.36
Beyond,49,50.74,2024-07-24,South,2486.26
Effort,66,14.12,2024-08-04,North,931.92
